Specie,Kingdom,Role,Degree,Sum(connections strength),Networks presence
"Unidentified sp151 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp152 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp153 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp154 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp155 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp156 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp157 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp158 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp159 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp16 M_PL_057","Animals","Pollinator",3,7.0000,1
"Unidentified sp160 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp161 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp162 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp163 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp164 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp165 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp166 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp167 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp168 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp169 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp17 M_PL_057","Animals","Pollinator",3,7.0000,1
"Unidentified sp170 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp171 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp172 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp173 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp174 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp175 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp176 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp177 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp178 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp179 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp18 M_PL_057","Animals","Pollinator",3,6.0000,1
"Unidentified sp180 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp181 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp182 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp183 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp184 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp185 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp186 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp187 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp188 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp189 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp19 M_PL_057","Animals","Pollinator",3,6.0000,1
"Unidentified sp190 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp191 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp192 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp193 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp194 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp195 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp196 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp197 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp198 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp199 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp2 M_PL_057","Animals","Pollinator",10,49.0000,1
"Unidentified sp20 M_PL_057","Animals","Pollinator",3,6.0000,1
"Unidentified sp200 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp201 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp202 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp203 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp204 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp205 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp206 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp207 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp208 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp209 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp21 M_PL_057","Animals","Pollinator",4,6.0000,1
"Unidentified sp210 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp211 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp212 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp213 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp214 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp215 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp216 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp217 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp218 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp219 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp22 M_PL_057","Animals","Pollinator",4,5.0000,1
"Unidentified sp220 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp221 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp222 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp223 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp224 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp225 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp226 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp227 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp228 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp229 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp23 M_PL_057","Animals","Pollinator",5,5.0000,1
"Unidentified sp230 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp231 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp232 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp233 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp234 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp235 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp236 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp237 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp238 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp239 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp24 M_PL_057","Animals","Pollinator",1,5.0000,1
"Unidentified sp240 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp241 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp242 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp243 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp244 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp245 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp246 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp247 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp248 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp249 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp25 M_PL_057","Animals","Pollinator",3,5.0000,1
"Unidentified sp250 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp251 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp252 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp253 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp254 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp255 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp256 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp257 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp258 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp259 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp26 M_PL_057","Animals","Pollinator",3,5.0000,1
"Unidentified sp260 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp261 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp262 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp263 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp264 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp265 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp266 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp267 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp268 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp269 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp27 M_PL_057","Animals","Pollinator",2,4.0000,1
"Unidentified sp270 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp271 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp272 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp273 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp274 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp275 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp276 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp277 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp278 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp279 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp28 M_PL_057","Animals","Pollinator",3,4.0000,1
"Unidentified sp280 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp281 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp282 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp283 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp284 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp285 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp286 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp287 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp288 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp289 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp29 M_PL_057","Animals","Pollinator",3,4.0000,1
"Unidentified sp290 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp291 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp292 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp293 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp294 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp295 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp296 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp297 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp298 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp299 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp3 M_PL_057","Animals","Pollinator",8,22.0000,1
"Unidentified sp30 M_PL_057","Animals","Pollinator",4,4.0000,1
"Unidentified sp300 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp301 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp302 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp303 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp304 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp305 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp306 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp307 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp308 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp309 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp31 M_PL_057","Animals","Pollinator",4,4.0000,1
"Unidentified sp310 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp311 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp312 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp313 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp314 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp315 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp316 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp317 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp318 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp319 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp32 M_PL_057","Animals","Pollinator",1,4.0000,1
"Unidentified sp320 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp321 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp322 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp323 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp324 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp325 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp326 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp327 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp328 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp329 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp33 M_PL_057","Animals","Pollinator",2,4.0000,1
"Unidentified sp330 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp331 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp332 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp333 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp334 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp335 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp336 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp337 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp338 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp339 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp34 M_PL_057","Animals","Pollinator",3,4.0000,1
"Unidentified sp340 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp341 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp342 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp343 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp344 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp345 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp346 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp347 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp348 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp349 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp35 M_PL_057","Animals","Pollinator",1,4.0000,1
"Unidentified sp350 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp351 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp352 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp353 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp354 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp355 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp356 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp357 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp358 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp359 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp36 M_PL_057","Animals","Pollinator",2,3.0000,1
"Unidentified sp360 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp361 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp362 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp363 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp364 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp365 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp366 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp367 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp368 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp369 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp37 M_PL_057","Animals","Pollinator",2,3.0000,1
"Unidentified sp370 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp371 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp372 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp373 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp374 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp375 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp376 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp377 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp378 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp379 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp38 M_PL_057","Animals","Pollinator",2,3.0000,1
"Unidentified sp380 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp381 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp382 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp383 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp384 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp385 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp386 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp387 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp388 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp389 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp39 M_PL_057","Animals","Pollinator",1,3.0000,1
"Unidentified sp390 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp391 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp392 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp393 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp394 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp395 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp396 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp397 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp398 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp399 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp4 M_PL_057","Animals","Pollinator",4,19.0000,1
"Unidentified sp40 M_PL_057","Animals","Pollinator",3,3.0000,1
"Unidentified sp400 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp401 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp402 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp403 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp404 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp405 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp406 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp407 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp408 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp409 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp41 M_PL_057","Animals","Pollinator",2,3.0000,1
"Unidentified sp410 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp411 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp412 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp413 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp414 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp415 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp416 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp417 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp418 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp419 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp42 M_PL_057","Animals","Pollinator",3,3.0000,1
"Unidentified sp420 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp421 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp422 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp423 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp424 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp425 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp426 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp427 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp428 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp429 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp43 M_PL_057","Animals","Pollinator",1,3.0000,1
"Unidentified sp430 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp431 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp432 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp433 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp434 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp435 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp436 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp437 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp438 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp439 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp44 M_PL_057","Animals","Pollinator",3,3.0000,1
"Unidentified sp440 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp441 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp442 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp443 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp444 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp445 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp446 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp447 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp448 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp449 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp45 M_PL_057","Animals","Pollinator",2,3.0000,1
"Unidentified sp450 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp451 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp452 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp453 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp454 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp455 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp456 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp457 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp458 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp459 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp46 M_PL_057","Animals","Pollinator",3,3.0000,1
"Unidentified sp460 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp461 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp462 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp463 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp464 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp465 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp466 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp467 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp468 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp469 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp47 M_PL_057","Animals","Pollinator",2,3.0000,1
"Unidentified sp470 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp471 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp472 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp473 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp474 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp475 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp476 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp477 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp478 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp479 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp48 M_PL_057","Animals","Pollinator",2,3.0000,1
"Unidentified sp480 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp481 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp482 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp483 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp484 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp485 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp486 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp487 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp488 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp489 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp49 M_PL_057","Animals","Pollinator",2,3.0000,1
"Unidentified sp490 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp491 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp492 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp493 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp494 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp495 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp496 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp497 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp498 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp499 M_PL_057","Animals","Pollinator",1,1.0000,1
"Unidentified sp5 M_PL_057","Animals","Pollinator",9,15.0000,1
"Unidentified sp50 M_PL_057","Animals","Pollinator",2,3.0000,1
